FBgn0261614 CG42703
FBgn0013303 Nca
FBgn0012003 tRNA:V3b:92Ba
FBgn0029508 Tsp42Ea
FBgn0035203 CG9149
FBgn0038646 CG7715
FBgn0262334 mir-992
FBgn0030719 eIF5
FBgn0000477 DNaseII
FBgn0038564 CG7785
FBgn0032020 CG7787
FBgn0033038 CG7791
FBgn0038565 CG7794
FBgn0034092 CG7798
FBgn0085476 CG34447
FBgn0085489 CG34460
FBgn0039179 CG6364
FBgn0025355 SuUR
FBgn0004110 tin
FBgn0039728 CG7896
FBgn0023211 Elongin-C
FBgn0025808 Rad17
FBgn0010424 TpnC73F
FBgn0036319 Ent3
FBgn0026756 Ugt37a1
FBgn0031830 CG11015
FBgn0261683 CG42730
FBgn0039241 CG11089
FBgn0262214 mir-929
FBgn0034697 GM130
FBgn0003090 pk
FBgn0031652 jet
FBgn0038173 Adgf-C
FBgn0034572 CG9346
FBgn0004185 snRNA:U1:95Ca
FBgn0030646 CG9203
FBgn0025720 Ate1
FBgn0022710 Ac13E
FBgn0036887 CG9231
FBgn0034560 CG9235
FBgn0030669 CG9240
FBgn0032925 CG9246
FBgn0030672 CG9281
FBgn0046297 CG9284
FBgn0002924 ncd
FBgn0038181 CG9297
FBgn0039726 eIF2B-alpha
FBgn0029154 Menl-1
FBgn0030094 CG11042
FBgn0002937 ninaB
FBgn0012004 tRNA:V3b:92Bb
FBgn0012025 tRNA:Y1:85Ab
FBgn0032514 CG9302
FBgn0011971 tRNA:S2b:88A
FBgn0032512 CG9305
FBgn0032511 CG9306
FBgn0004914 Hnf4
FBgn0032891 Oseg5
FBgn0032895 CG9335
FBgn0004511 dy
FBgn0028467 CG11070
FBgn0035089 Phk-3
FBgn0004862 bap
FBgn0037547 CG7910
FBgn0030995 CG7914
FBgn0036446 CG9384
FBgn0039740 CG7928
FBgn0041102 ocn
FBgn0030522 CG11103
FBgn0033164 CG11112
FBgn0037204 CG11131
FBgn0037205 CG11133
FBgn0033168 CG11145
FBgn0030519 CG11151
FBgn0039938 Sox102F
FBgn0030511 CG11158
FBgn0030509 CG11162
FBgn0025693 CG11163
FBgn0010217 ATPsyn-beta
FBgn0025334 PHDP
FBgn0037120 CG11247
FBgn0037121 Rpb8
FBgn0037117 CG11248
FBgn0004190 snRNA:U6:96Ac
FBgn0012027 tRNA:Y1:85Ad
FBgn0002868 MtnA
FBgn0011960 tRNA:R2:84Fb
FBgn0011944 tRNA:P:90Ca
FBgn0259109 CG42251
FBgn0034427 CG10474
FBgn0031824 CG9547
FBgn0011961 tRNA:R2:84Fc
FBgn0051583 tRNA:N5:84F
FBgn0030569 CG9411
FBgn0011962 tRNA:R2:84Fd
FBgn0027338 Kap-alpha3
FBgn0036451 CG9425
FBgn0033109 coro
FBgn0028988 Spn1
FBgn0037749 CG9471
FBgn0002431 hyd
FBgn0034618 CG9485
FBgn0036341 Syx13
FBgn0036342 CG11279
FBgn0021767 org-1
FBgn0034488 CG11208
FBgn0011859 tRNA:G3:22BCa
FBgn0262843 CG43207
FBgn0036335 mRpL20
FBgn0010452 trn
FBgn0051616 His-Psi:CR31616
FBgn0011295 CG11297
FBgn0034721 CG11298
FBgn0041336 Cyp6t2Psi
FBgn0030598 CG9503
FBgn0031808 CG9507
FBgn0020372 TM4SF
FBgn0003089 pip
FBgn0037567 Gfr
FBgn0038172 Adgf-D
FBgn0030592 CG9514
FBgn0030588 CG9521
FBgn0031812 CG9523
FBgn0032080 CG9525
FBgn0031813 CG9527
FBgn0031817 CG9531
FBgn0262445 mir-133
FBgn0035542 CG11347
FBgn0038732 CG11391
FBgn0031826 CG9550
FBgn0032089 CG9573
FBgn0000084 AnnX
FBgn0031829 osm-6
FBgn0030597 Eo
FBgn0031092 CG9577
FBgn0031516 CG9663
FBgn0037550 CG9667
FBgn0036659 CG9701
FBgn0036853 mRpL21
FBgn0010803 Aats-trp
FBgn0035397 CG11486
FBgn0053382 5SrRNA:CR33382
FBgn0004191 snRNA:U2:34ABa
FBgn0040075 rept
FBgn0042650 disco-r
FBgn0037025 Spc105R
FBgn0004650 fs(1)N
FBgn0000826 png
FBgn0011281 Pbprp3
FBgn0041585 olf186-F
FBgn0038734 CG11453
FBgn0032598 ChLD3
FBgn0035424 CG11505
FBgn0011659 Mlh1
FBgn0034537 DMAP1
FBgn0001180 hb
FBgn0039107 CG10300
FBgn0053383 5SrRNA:CR33383
FBgn0053388 5SrRNA:CR33388
FBgn0053389 5SrRNA:CR33389
FBgn0045498 Gr22d
FBgn0053398 5SrRNA:CR33398
FBgn0053399 5SrRNA:CR33399
FBgn0031420 CG9866
FBgn0053371 5SrRNA-Psi:CR33371
FBgn0038016 MBD-R2
FBgn0017424 CG11538
FBgn0035400 CG11537
FBgn0010340 140up
FBgn0037637 CG9836
FBgn0003444 smo
FBgn0031247 CG11562
FBgn0053355 5SrRNA:CR33355
FBgn0034490 CG9864
FBgn0034627 EfSec
FBgn0034903 CG9850
FBgn0035520 CG11586
FBgn0036221 CG11588
FBgn0053370 5SrRNA:CR33370
FBgn0030545 CG11590
FBgn0023522 CG11596
FBgn0053380 5SrRNA:CR33380
FBgn0053381 5SrRNA:CR33381
FBgn0036187 CG11660
FBgn0002774 mle
FBgn0004432 Cyp1
FBgn0011862 tRNA:G3:35Ba
FBgn0011866 tRNA:G3:35Be
FBgn0038143 CG9813
FBgn0026384 Or59a
FBgn0011826 Pp2B-14D
FBgn0034646 Rae1
FBgn0087007 bbg
FBgn0026395 Or23a
FBgn0031437 p16-ARC
FBgn0030780 CG13008
FBgn0029669 CG13021
FBgn0036591 CG13050
FBgn0031244 CG11601
FBgn0044028 Notum
FBgn0036836 CG11619
FBgn0032808 CG13079
FBgn0053401 5SrRNA:CR33401
FBgn0032780 CG13085
FBgn0053449 5SrRNA:CR33449
FBgn0030514 CG9941
FBgn0039916 CG9935
FBgn0020257 ppa
FBgn0035726 CG9953
FBgn0034435 CG9975
FBgn0035371 CG9977
FBgn0030746 CG9981
FBgn0001215 Hrb98DE
FBgn0010416 TH1
FBgn0039593 CG9989
FBgn0005411 U2af50
FBgn0032126 CG13113
FBgn0032142 CG13120
FBgn0032145 CG13121
FBgn0032175 CG13131
FBgn0032233 dpr19
FBgn0029088 disp
FBgn0035271 CG2021
FBgn0033732 CG13157
FBgn0030310 PGRP-SA
FBgn0053504 snRNA:U7
FBgn0003373 Sgs3
FBgn0033194 Vps13
FBgn0035643 CG13287
FBgn0037592 CG11737
FBgn0033645 CG13196
FBgn0037594 Or85d
FBgn0030292 CG11752
FBgn0039258 beta4GalT7
FBgn0039259 CG11781
FBgn0015240 Hr96
FBgn0034495 CG11788
FBgn0015359 CG2034
FBgn0028836 CSN7
FBgn0039265 CG11790
FBgn0033685 CG13178
FBgn0037603 CG11753
FBgn0002534 Lcp3
FBgn0034468 Obp56a
FBgn0002535 Lcp4
FBgn0002780 mod
FBgn0037327 PEK
FBgn0065047 snoRNA:U3:54Ab
FBgn0041174 Vhl
FBgn0040764 CG13230
FBgn0033580 CG13231
FBgn0033189 Cyt-b5
FBgn0035941 CG13313
FBgn0037656 CG11986
FBgn0037648 CG11975
FBgn0033608 CG13220
FBgn0036984 CG13248
FBgn0053629 CR33629
FBgn0031260 Spp
FBgn0039629 CG11842
FBgn0039297 CG11852
FBgn0039298 to
FBgn0035384 CG2113
FBgn0035385 FR
FBgn0039877 CG2118
FBgn0065101 snmRNA:204
FBgn0031253 CG11885
FBgn0039309 CG11891
FBgn0003065 CG2150
FBgn0065095 snmRNA:400
FBgn0033266 Socs44A
FBgn0017550 Rga
FBgn0039902 CG2177
FBgn0030243 CG2186
FBgn0000439 Dfd
FBgn0028331 l(1)G0289
FBgn0053742 snmRNA:430:CR33742
FBgn0053743 snmRNA:430:CR33743
FBgn0053744 snmRNA:430:CR33744
FBgn0053745 snmRNA:430:CR33745
FBgn0053746 snmRNA:430:CR33746
FBgn0033848 CG13330
FBgn0033868 CG13340
FBgn0010333 Rac1
FBgn0065083 snmRNA:765
FBgn0053701 CR33701
FBgn0065105 snmRNA:157
FBgn0039274 CG11920
FBgn0004897 fd96Ca
FBgn0036799 CG13380
FBgn0004898 fd96Cb
FBgn0053728 snmRNA:430:CR33728
FBgn0040282 SP1029
FBgn0001122 G-oalpha47A
FBgn0027280 l(1)G0193
FBgn0053741 snmRNA:430:CR33741
FBgn0030441 CG2209
FBgn0034436 CG11961
FBgn0027503 CG11970
FBgn0034728 rad50
FBgn0037652 CG11980
FBgn0026380 Prosbeta3
FBgn0004656 fs(1)h
FBgn0029994 CG2254
FBgn0029996 Ubc-E2H
FBgn0040319 Gclc
FBgn0065081 snmRNA:838
FBgn0030000 CG2260
FBgn0039867 CstF-50
FBgn0000009 A
FBgn0039792 CG2267
FBgn0036102 CG12523
FBgn0037653 CG11982
FBgn0082993 snoRNA:Psi28S-1936
FBgn0083006 snoRNA:Psi28S-1153
FBgn0082951 snoRNA:Me18S-C1366
FBgn0035010 CG13579
FBgn0039665 CG2310
FBgn0027490 D12
FBgn0038931 CG13407
FBgn0038394 CG10264
FBgn0036450 CG13472
FBgn0040811 CG13479
FBgn0002306 sas
FBgn0051101 CG31101
FBgn0051102 CG31102
FBgn0051112 CG31112
FBgn0035572 CG13711
FBgn0031888 Pvf2
FBgn0011824 CG4038
FBgn0051199 CG31199
FBgn0032688 CG15160
FBgn0067317 Cby
FBgn0015300 Ssl
FBgn0045843 RacGAP84C
FBgn0034809 CG13542
FBgn0034826 CG13544
FBgn0038906 CG13416
FBgn0041229 Gr93a
FBgn0034518 CG13430
FBgn0028622 l(2)05510
FBgn0041240 Gr57a
FBgn0035014 CG13581
FBgn0030323 CG2371
FBgn0034723 CG13506
FBgn0034759 CG13511
FBgn0034770 Obp58d
FBgn0034769 Obp58c
FBgn0034839 CG13540
FBgn0086409 dbb
FBgn0034853 CG13550
FBgn0040660 CG13551
FBgn0034869 CG13558
FBgn0015544 spag
FBgn0035012 CG13590
FBgn0035041 CG13594
FBgn0038818 Nep4
FBgn0003892 ptc
FBgn0030460 CG2453
FBgn0051007 CG31007
FBgn0051008 CG31008
FBgn0051019 CG31019
FBgn0041171 ago
FBgn0035518 CG15011
FBgn0034401 CG15100
FBgn0000578 ena
FBgn0051150 CG31150
FBgn0051172 CG31172
FBgn0051182 CG31182
FBgn0051183 CG31183
FBgn0030621 CG15030
FBgn0051078 CG31078
FBgn0030929 CG15043
FBgn0051082 CG31082
FBgn0030927 CG15046
FBgn0039126 CG13601
FBgn0039135 CG13603
FBgn0030911 CG15061
FBgn0039219 CG13630
FBgn0039255 CG13646
FBgn0039256 CG13647
FBgn0039283 danr
FBgn0040106 lectin-21Cb
FBgn0010391 Gtp-bp
FBgn0035873 CG13670
FBgn0010313 corto
FBgn0030411 CG2540
FBgn0010379 Akt1
FBgn0023081 gek
FBgn0024308 Smr
FBgn0045469 Gr93c
FBgn0025815 Mcm6
FBgn0035087 CG2765
FBgn0036301 CG4069
FBgn0011837 Tis11
FBgn0029798 CG4078
FBgn0035983 CG4080
FBgn0017572 Mo25
FBgn0259654 B0960
FBgn0051224 CG31224
FBgn0034894 CG4091
FBgn0002284 Pros26
FBgn0036648 CG4098
FBgn0014033 Sr-CI
FBgn0037518 CG2641
FBgn0025838 CG2652
FBgn0030247 CG15208
FBgn0037323 CG2663
FBgn0024909 Taf7
FBgn0024997 CG2681
FBgn0001147 gsb-n
FBgn0051210 CG31210
FBgn0030278 CG15200
FBgn0051257 CG31257
FBgn0051245 CG31245
FBgn0030248 CG15207
FBgn0051259 CG31259
FBgn0051270 CG31270
FBgn0040673 CG15234
FBgn0028948 CG15253
FBgn0029890 CG4095
FBgn0051249 CG31249
FBgn0003963 ush
FBgn0040977 CG15292
FBgn0004648 svr
FBgn0035122 mRpL17
FBgn0024183 vig
FBgn0041713 yellow-c
FBgn0037534 CG2781
FBgn0020299 stumps
FBgn0051313 CG31313
FBgn0051315 CG31315
FBgn0027083 Aats-met
FBgn0031504 CG15403
FBgn0051450 mRpS18A
FBgn0045468 Gr93d
FBgn0030182 CG15311
FBgn0037152 CG15374
FBgn0035256 CG13930
FBgn0051327 CG31327
FBgn0031288 CG13949
FBgn0003416 sl
FBgn0033412 CG13955
FBgn0038300 CG4203
FBgn0004227 nonA
FBgn0039522 CG13972
FBgn0038385 CG4221
FBgn0039518 CG13978
FBgn0031763 CG13996
FBgn0040949 CG13998
FBgn0004367 mei-41
FBgn0031389 CG4259
FBgn0015924 crq
FBgn0031458 aph-1
FBgn0029725 CG2871
FBgn0025834 CG2879
FBgn0030207 CG2887
FBgn0030206 CG2889
FBgn0030208 PPP4R2r
FBgn0046873 Pif2
FBgn0051484 CG31484
FBgn0031108 CG15459
FBgn0038892 CG15498
FBgn0038891 CG15499
FBgn0036272 CG4300
FBgn0030449 Fer3HCH
FBgn0002869 MtnB
FBgn0025632 CG4313
FBgn0015033 Cyp4d8
FBgn0030452 CG4330
FBgn0038312 CG4334
FBgn0010438 mtSSB
FBgn0010303 hep
FBgn0005638 slbo
FBgn0000037 mAcR-60C
FBgn0029679 CG2901
FBgn0015565 yin
FBgn0028491 CG2930
FBgn0038771 CG4390
FBgn0030187 Ipod
FBgn0034936 CG2970
FBgn0030178 CG2974
FBgn0030170 CG2990
FBgn0031474 CG2991
FBgn0038888 CheB93a
FBgn0039722 capa
FBgn0051562 CG31562
FBgn0039752 CG15530
FBgn0039839 CG15555
FBgn0039829 CG15561
FBgn0087010 Tep6
FBgn0029697 CG15570
FBgn0029700 CG15576
FBgn0037415 Osi8
FBgn0015374 crl
FBgn0035980 CG4447
FBgn0038755 Hs6st
FBgn0028506 CG4455
FBgn0262380 mir-309
FBgn0034194 CG15611
FBgn0051736 CG31736
FBgn0015789 Rab10
FBgn0000012 abb
FBgn0000013 abd
FBgn0000019 abr
FBgn0053052 CG33052
FBgn0053054 CG33054
FBgn0053056 CG33056
FBgn0030766 mthl1
FBgn0020248 stet
FBgn0053178 CG33178
FBgn0033137 Tsp42Ep
FBgn0035969 CG4476
FBgn0013301 Mst35Bb
FBgn0035970 CG4483
FBgn0000010 aa
FBgn0031894 CG4496
FBgn0053007 CG33007
FBgn0031082 CG17003
FBgn0035584 CG17030
FBgn0051613 His3:CG31613
FBgn0053098 CG33098
FBgn0053099 CG33099
FBgn0000020 abt
FBgn0043070 MESK2
FBgn0051601 CG31601
FBgn0051790 CG31790
FBgn0004569 argos
FBgn0011296 l(2)efl
FBgn0005590 scw
FBgn0031673 CG31650
FBgn0010520 Bka
FBgn0039020 CG17141
FBgn0004611 Plc21C
FBgn0039145 CG6000
FBgn0013998 Nsf2
FBgn0053113 Rtnl1
FBgn0053120 CG33120
FBgn0053124 CG33124
FBgn0053145 CG33145
FBgn0036962 CG17122
FBgn0053202 dpr11
FBgn0053196 dp
FBgn0011570 cpb
FBgn0030395 CG15730
FBgn0039473 CG17191
FBgn0030364 CG15735
FBgn0002939 ninaD
FBgn0051720 CG31720
FBgn0051792 CG31792
FBgn0051793 CG31793
FBgn0030493 CG15756
FBgn0039472 CG17192
FBgn0040283 SMC1
FBgn0024285 Srp54
FBgn0036746 TORC
FBgn0034735 CG4610
FBgn0031299 CG4629
FBgn0033799 GLaz
FBgn0004644 hh
FBgn0051832 CG31832
FBgn0004574 Rop
FBgn0035312 CG15820
FBgn0035308 CG15822
FBgn0038859 Obp93a
FBgn0000639 Fbp1
FBgn0051867 CG31867
FBgn0011272 RpL13
FBgn0029839 CG4660
FBgn0039348 CG4673
FBgn0262297 mir-2496
FBgn0002789 Mp20
FBgn0032447 PICK1
FBgn0053205 CG33205
FBgn0053230 CG33230
FBgn0013263 Trl
FBgn0051803 CG31803
FBgn0034904 CG15800
FBgn0051840 CG31840
FBgn0031283 CG15880
FBgn0037876 CG4820
FBgn0027546 CG4766
FBgn0035600 CG4769
FBgn0038751 CG4770
FBgn0038756 CG4783
FBgn0022029 l(2)k01209
FBgn0053310 CG33310
FBgn0034225 veil
FBgn0029860 CG15891
FBgn0000180 bib
FBgn0001341 l(1)1Bi
FBgn0031308 CG4749
FBgn0032348 CG4751
FBgn0034733 CG4752
FBgn0021956 l(2)k10217
FBgn0028841 jhamt
FBgn0051921 CG31921
FBgn0017581 Lk6
FBgn0030647 CG6324
FBgn0051016 CG31016
FBgn0000287 salr
FBgn0025336 CG4882
FBgn0028520 CG4891
FBgn0028884 CG4892
FBgn0030648 CG6340
FBgn0037949 CG17360
FBgn0028717 Lnk
FBgn0040878 CG15911
FBgn0040575 CG15922
FBgn0051960 CG31960
FBgn0020376 Sr-CIII
FBgn0034129 CG15925
FBgn0262838 CG43202
FBgn0004797 mdy
FBgn0051999 CG31999
FBgn0033862 CG6209
FBgn0003575 su(s)
FBgn0008635 betaCop
FBgn0040230 dbo
FBgn0030631 CG6227
FBgn0027582 CG6230
FBgn0004889 tws
FBgn0038318 CG6236
FBgn0039478 Nep5
FBgn0024184 unc-4
FBgn0037994 CG4810
FBgn0032350 CG6287
FBgn0030796 CG4829
FBgn0037996 CG4830
FBgn0030921 CG6290
FBgn0032187 CG4839
FBgn0029121 Sras
FBgn0030799 CG4872
FBgn0036624 CG4877
FBgn0030803 CG4880
FBgn0028737 Ef1beta
FBgn0024957 Irp-1B
FBgn0037816 CG6345
FBgn0033874 CG6347
FBgn0026058 OdsH
FBgn0039178 CG6356
FBgn0053541 CG33541
FBgn0039970 CG17508
FBgn0019952 Orct
FBgn0033875 CG6357
FBgn0028963 Or49b
FBgn0026085 dgt4
FBgn0032682 CG10176
FBgn0005593 RpL7
FBgn0030817 CG4991
FBgn0024734 PRL-1
FBgn0032869 CG17470
FBgn0031194 CG17598
FBgn0038921 CG6332
FBgn0032205 CG4957
FBgn0053526 PNUTS
FBgn0038449 CG17562
FBgn0031544 CG17593
FBgn0032715 CG17597
FBgn0034277 CG6370
FBgn0030870 CG6398
FBgn0038320 Sra-1
FBgn0029006 lack
FBgn0034258 eIF3-S8
FBgn0030814 CG4955
FBgn0039370 CG4956
FBgn0028883 CG4959
FBgn0039371 CG4960
FBgn0036597 CG4962
FBgn0002673 twe
FBgn0039559 Mes-4
FBgn0035416 gry
FBgn0053477 CG33477
FBgn0053487 CG33487
FBgn0035640 mad2
FBgn0035936 Tsp66E
FBgn0053500 CG33500
FBgn0025827 CG6421
FBgn0039261 CG6422
FBgn0053503 Cyp12d1-d
FBgn0032774 CG17549
FBgn0040755 CG17580
FBgn0031196 CG17599
FBgn0039183 Dis3
FBgn0029690 CG6414
FBgn0032287 CG6415
FBgn0039184 CG6432
FBgn0003187 qua
FBgn0036972 CG6434
FBgn0023179 amon
FBgn0011581 Dms
FBgn0036715 Cad74A
FBgn0029688 lva
FBgn0035663 CG6462
FBgn0030933 CG6470
FBgn0034166 CG6472
FBgn0035665 Jon65Aiii
FBgn0032361 CG6488
FBgn0034246 Dcr-2
FBgn0028494 CG6424
FBgn0031920 CG6441
FBgn0062440 CG17680
FBgn0001085 fz
FBgn0262839 CG43203
FBgn0028956 mthl3
FBgn0053804 His1:CG33804
FBgn0053806 His3:CG33806
FBgn0038917 CG6678
FBgn0039034 Or94b
FBgn0053630 CG33630
FBgn0027554 CG8042
FBgn0000242 Bx
FBgn0032363 CG6509
FBgn0053631 CG33631
FBgn0001137 grk
FBgn0034915 eIF6
FBgn0031597 CG17612
FBgn0053651 CG33651
FBgn0053654 CG33654
FBgn0038392 CG17631
FBgn0000241 bw
FBgn0061359 CG33671
FBgn0053258 CG33258
FBgn0053803 His3:CG33803
FBgn0035097 CG13405
FBgn0053840 His1:CG33840
FBgn0034691 synj
FBgn0015229 glec
FBgn0011569 can
FBgn0035669 CG6592
FBgn0024227 ial
FBgn0037680 CG8121
FBgn0000078 Amy-d
FBgn0037610 CG8043
FBgn0015583 Acp29AB
FBgn0016660 H15
FBgn0036687 CG6652
FBgn0034172 CG6665
FBgn0030664 CG8119
FBgn0004907 14-3-3zeta
FBgn0036474 Or71a
FBgn0030671 CG8134
FBgn0035904 CG6776
FBgn0027088 Aats-gly
FBgn0032399 CG6785
FBgn0053884 His2B:CG33884
FBgn0053897 His4:CG33897
FBgn0030661 CG8105
FBgn0053752 CG33752
FBgn0053702 CG33702
FBgn0053703 CG33703
FBgn0067903 IM18
FBgn0064116 CG33713
FBgn0044419 Pmi
FBgn0032421 crok
FBgn0037195 CG11226
FBgn0030330 Tango10
FBgn0034002 CG8079
FBgn0030298 Or10a
FBgn0002643 mam
FBgn0011906 tRNA:L2:44EF
FBgn0027597 CG17712
FBgn0036923 CG17732
FBgn0033756 CG17760
FBgn0034876 wmd
FBgn0037607 CG8036
FBgn0038549 CG17802
FBgn0053848 His3:CG33848
FBgn0034010 CG8157
FBgn0030869 Socs16D
FBgn0027575 GABA-B-R2
FBgn0036058 CG6707
FBgn0053801 His1:CG33801
FBgn0053807 His1:CG33807
FBgn0053808 His2A:CG33808
FBgn0053809 His3:CG33809
FBgn0053810 His1:CG33810
FBgn0053825 His1:CG33825
FBgn0053830 His3:CG33830
FBgn0011872 tRNA:G3:57BCb
FBgn0053831 His1:CG33831
FBgn0053832 His2A:CG33832
FBgn0011868 tRNA:G3:55E
FBgn0037913 CG6783
FBgn0030880 CG6788
FBgn0029745 CG6789
FBgn0053873 His4:CG33873
FBgn0028480 CG17841
FBgn0034011 CG8160
FBgn0004580 Cbp53E
FBgn0003867 tsl
FBgn0037689 CG8135
FBgn0023537 CG17896
FBgn0013750 Arf51F
FBgn0034013 unc-5
FBgn0015320 UbcD2
FBgn0004390 Gap1
FBgn0034021 CG8180
FBgn0037895 CG6723
FBgn0031926 CG6739
FBgn0026666 l(1)G0136
FBgn0037709 CG8199
FBgn0000008 a
FBgn0039056 cenB1A
FBgn0032394 CG6746
FBgn0032400 CG6770
FBgn0037918 CG6791
FBgn0053969 CG33969
FBgn0036484 CG6859
FBgn0004175 Mst84Dd
FBgn0053977 CG33977
FBgn0053978 CG33978
FBgn0004885 tok
FBgn0020399 Mst89B
FBgn0036817 CG6865
FBgn0053902 His2B:CG33902
FBgn0053900 His2B:CG33900
FBgn0053901 His4:CG33901
FBgn0053903 His4:CG33903
FBgn0053910 His2B:CG33910
FBgn0053911 CG33911
FBgn0066304 Rpp20
FBgn0000497 ds
FBgn0053988 CG33988
FBgn0028562 sut2
FBgn0020506 Amyrel
FBgn0028561 sut3
FBgn0040778 CG17977
FBgn0033357 Tom7
FBgn0032600 CG17912
FBgn0033349 CG8243
FBgn0033344 CG8252
FBgn0041156 exex
FBgn0021825 Dmn
FBgn0038902 CG6800
FBgn0036257 RhoGAP68F
FBgn0036843 CG6812
FBgn0013756 Mtor
FBgn0010383 Cyp18a1
FBgn0024236 foi
FBgn0015321 UbcD4
FBgn0000206 boss
FBgn0036834 CG6836
FBgn0014075 Ugt
FBgn0036820 CG6852
FBgn0040765 luna
FBgn0084027 CG41466
FBgn0035331 DmsR-1
FBgn0046258 CG12880
FBgn0013687 mt:ori
FBgn0052230 CG32230
FBgn0010215 alpha-Cat
FBgn0039537 CG5590
FBgn0030162 CG1986
FBgn0035839 CG7550
FBgn0040559 CG14359
FBgn0025457 Bub3
FBgn0034590 Magi
FBgn0084041 CG41481
FBgn0030157 CG1468
FBgn0030156 CG15247
FBgn0027085 Aats-leu
FBgn0259655 B0929
FBgn0030928 CG15044
FBgn0025612 CG3062
FBgn0025615 torp4a
FBgn0022942 Cbp80
FBgn0031201 CG12446
FBgn0003053 peb
FBgn0041150 hoe1
FBgn0030558 CG1461
FBgn0040775 CG12158
FBgn0262216 mir-974
FBgn0030291 CG1738
FBgn0052255 Gr64f
FBgn0035481 CG12605
FBgn0035484 CG11594
FBgn0262291 mir-956
FBgn0004880 scrt
FBgn0033957 CG12865
FBgn0030761 CG9784
FBgn0031091 CG9576
FBgn0053496 CG33496
FBgn0053498 CG33498
FBgn0031098 CG17068
FBgn0011335 l(3)j2D3
FBgn0032163 CG13125
FBgn0036165 chrb
FBgn0031097 obst-A
FBgn0063391 snoRNA:U14:30Eb
FBgn0262456 mir-125
FBgn0082950 snoRNA:Me18S-G1952
FBgn0082952 snoRNA:Me18S-A1061
FBgn0086758 chinmo
FBgn0035608 CG10630
FBgn0082940 snoRNA:Me28S-C3227a
FBgn0082939 snoRNA:Me28S-C3227b
FBgn0082926 snoRNA:Me28S-U1848
FBgn0032167 CG5853
FBgn0034943 Fmo-1
FBgn0036349 SNCF
FBgn0036003 CG14180
FBgn0036350 CG14111
FBgn0050104 CG30104
FBgn0262282 mir-984
FBgn0262402 mir-311
FBgn0050110 CG30110
FBgn0028411 Nxt1
FBgn0033043 Or42b
FBgn0050151 CG30151
FBgn0086784 stmA
FBgn0086785 Vps36
FBgn0001083 fw
FBgn0003865 tsg
FBgn0031157 CG1503
FBgn0030071 CG12661
FBgn0051661 CG31661
FBgn0051632 sens-2
FBgn0031005 Hs3st-B
FBgn0033571 Rpb5
FBgn0027586 CG5867
FBgn0053847 His2A:CG33847
FBgn0086400 BG02439
FBgn0053927 CG33927
FBgn0030297 Gr10b
FBgn0082941 snoRNA:Me28S-A992
FBgn0082931 snoRNA:Me28S-G2703a
FBgn0082930 snoRNA:Me28S-G2703b
FBgn0082929 snoRNA:Me28S-G2703c
FBgn0082922 snoRNA:Or-aca4
FBgn0083054 snoRNA:Psi18S-1347a
FBgn0083053 snoRNA:Psi18S-1347b
FBgn0086401 BG02491
FBgn0031676 CG14040
FBgn0016123 Aph-4
FBgn0011916 tRNA:M2:48Bb
FBgn0000021 abw
FBgn0039270 PQBP1
FBgn0036009 Or67a
FBgn0034473 Or56a
FBgn0024293 Spn43Ab
FBgn0031085 CG9570
FBgn0011640 lark
FBgn0051663 CG31663
FBgn0040995 CG12508
FBgn0040613 CG12509
FBgn0033045 CG12551
FBgn0039599 CG12558
FBgn0086402 BG02510
FBgn0031077 CG15618
FBgn0030431 CG4407
FBgn0260490 l(3)8172
FBgn0260491 l(3)3425
FBgn0053922 CG33922
FBgn0038032 CG10096
FBgn0029175 Ext2
FBgn0053863 His3:CG33863
FBgn0052652 CG32652
FBgn0031454 CG9960
FBgn0037003 CG18281
FBgn0262455 mir-1
FBgn0053865 His2A:CG33865
FBgn0010423 TpnC47D
FBgn0084032 CG41472
FBgn0084001 CG41434
FBgn0031041 CG12788
FBgn0034081 CG10731
FBgn0038682 CG5835
FBgn0053869 His4:CG33869
FBgn0262300 mir-988
FBgn0262461 mir-315
FBgn0262369 mir-31b
FBgn0053870 His2B:CG33870
FBgn0025455 CycT
FBgn0053879 His4:CG33879
FBgn0000003 7SLRNA
FBgn0034940 CG16787
FBgn0031651 mRpL24
FBgn0030086 CG7033
FBgn0053893 His4:CG33893
FBgn0053894 His2B:CG33894
FBgn0259656 B1523
FBgn0053429 5SrRNA:CR33429
FBgn0052783 CG32783
FBgn0035522 CG1273
FBgn0038590 CG12320
FBgn0051969 CR31969
FBgn0024315 Picot
FBgn0052631 CG32631
FBgn0040347 mus81
FBgn0053813 His1:CG33813
FBgn0039965 CG13865
FBgn0259181 CG42285
FBgn0259182 CG42286
FBgn0040056 CG17698
FBgn0051908 CG31908
FBgn0259192 CG42296
FBgn0040045 CG12460
FBgn0031645 CG3036
FBgn0052779 CG32779
FBgn0040009 CG17490
FBgn0086403 BG02601
FBgn0040011 CG17494
FBgn0025790 TBPH
FBgn0058005 CG40005
FBgn0053819 His1:CG33819
FBgn0053817 His2A:CG33817
FBgn0051617 His1:CG31617
FBgn0013726 pnut
FBgn0086404 BG02745
FBgn0033247 Nup44A
FBgn0038815 CG5466
FBgn0001169 H
FBgn0053820 His2A:CG33820
FBgn0025360 Optix
FBgn0053821 His3:CG33821
FBgn0053822 His1:CG33822
FBgn0086405 BG01707
FBgn0010314 Cks30A
FBgn0000056 Adhr
FBgn0012036 Aldh
FBgn0033757 muskelin
FBgn0033749 achi
